Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
25-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1250,25
26-07-2021,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,750,15
27-07-2021,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,625,13
28-07-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,750,13
29-07-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,65,1625,25
30-07-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,60,2400,40
31-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1250,25
01-08-2021,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,975,20
02-08-2021,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,875,18
03-08-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,900,15
04-08-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,65,1625,25
05-08-2021,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,60,3000,50
06-08-2021,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1500,30
07-08-2021,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1250,25
08-08-2021,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1000,20
09-08-2021,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,1200,20
10-08-2021,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,65,1950,30
11-08-2021,Men's Street Footwear,Midwest,Sports Direct,Outlet,Illinois,20,1450,73
12-08-2021,Men's Athletic Footwear,Midwest,Sports Direct,Outlet,Illinois,30,2175,73
13-08-2021,Women's Street Footwear,Midwest,Sports Direct,Outlet,Illinois,30,1575,53
14-08-2021,Women's Athletic Footwear,Midwest,Sports Direct,Outlet,Illinois,35,1838,53
15-08-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1500,38
16-08-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,35,1838,53
17-08-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,25,1688,68
18-08-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,2275,65
19-08-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,35,1663,48
20-08-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,1488,43
21-08-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1200,30
22-08-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,35,1750,50
23-08-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,30,2025,68
24-08-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,40,2700,68
25-08-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,30,1500,50
26-08-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,1400,40
27-08-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1200,30
28-08-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,35,1575,45
29-08-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,20,1400,70
30-08-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,30,2100,70
31-08-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,25,1313,53
01-09-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,30,1275,43
02-09-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,35,1138,33
03-09-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,30,1800,60
04-09-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,20,1500,75
05-09-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,30,2325,78
06-09-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,25,1563,63
07-09-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,1925,55
08-09-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,50,2250,45
09-09-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,45,3600,80
10-09-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,45,3600,80
11-09-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,50,4000,80
12-09-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,45,2925,65
13-09-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,45,2700,60
14-09-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,50,2500,50
15-09-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,55,4813,88
16-09-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,45,3713,83
17-09-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,50,4125,83
18-09-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,45,4388,98
19-09-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,45,2588,58
20-09-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,50,2875,58
21-09-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,60,5100,85
22-09-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,50,4000,80
23-09-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,55,4400,80
24-09-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,50,4875,98
25-09-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,50,2625,53
26-09-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,55,2888,53
27-09-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,60,4650,78
28-09-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,55,3988,73
29-09-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,55,3713,68
30-09-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,60,4350,73
01-10-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,60,2700,45
02-10-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,55,2475,45
03-10-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,50,3375,68
04-10-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,40,2500,63
05-10-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,40,2500,63
06-10-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,45,2588,58
07-10-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,45,1913,43
08-10-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1600,40
09-10-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,50,2875,58
10-10-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,40,2900,73
11-10-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,40,2900,73
12-10-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,65,4225,65
13-10-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,65,3250,50
14-10-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,60,2850,48
15-10-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,70,4725,68
16-10-2021,Men's Street Footwear,South,Sports Direct,Outlet,Texas,60,4950,83
17-10-2021,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,60,4950,83
18-10-2021,Women's Street Footwear,South,Sports Direct,Outlet,Texas,65,4713,73
19-10-2021,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,65,3738,58
20-10-2021,Men's Apparel,South,Sports Direct,Outlet,Texas,60,3150,53
21-10-2021,Women's Apparel,South,Sports Direct,Outlet,Texas,70,5425,78
22-10-2021,Men's Street Footwear,South,Foot Locker,Outlet,Texas,45,1913,43
23-10-2021,Men's Athletic Footwear,South,Foot Locker,Outlet,Texas,45,1013,23
24-10-2021,Women's Street Footwear,South,Foot Locker,Outlet,Texas,35,788,23
25-10-2021,Women's Athletic Footwear,South,Foot Locker,Outlet,Texas,40,300,8
26-10-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,55,688,13
27-10-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,45,1013,23
28-10-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,2138,48
29-10-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,563,13
30-10-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,35,613,18
31-10-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,40,200,5
01-11-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,55,688,13
02-11-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,45,1013,23
03-11-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,2225,45
04-11-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,750,15
05-11-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,40,700,18
06-11-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,113,3
07-11-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,450,8
08-11-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,50,875,18
09-11-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,2250,45
10-11-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,750,15
11-11-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,40,600,15
12-11-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,338,8
13-11-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,450,8
14-11-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,50,1000,20
15-11-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,2820,47
16-11-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1050,18
17-11-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,825,15
18-11-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,550,10
19-11-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,813,13
20-11-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,1750,25
21-11-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3250,50
22-11-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1500,25
23-11-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,963,18
24-11-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,825,15
25-11-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,975,15
26-11-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,2100,30
27-11-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3250,50
28-11-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1800,30
29-11-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,1238,23
30-11-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,963,18
01-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,1300,20
02-12-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,2625,38
03-12-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3413,53
04-12-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1800,30
05-12-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,1238,23
06-12-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,1100,20
07-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,1138,18
08-12-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,2450,35
09-12-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3088,48
10-12-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,1375,28
11-12-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,900,20
12-12-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,788,18
13-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,55,688,13
14-12-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,1350,23
15-12-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,2400,40
16-12-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,1125,23
17-12-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,625,13
18-12-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,500,10
19-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,600,10
20-12-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,1463,23
21-12-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,70,2625,38
22-12-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1200,20
23-12-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1170,20
24-12-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1050,18
25-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,1050,15
26-12-2021,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,75,1875,25
27-12-2021,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,70,3325,48
28-12-2021,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1650,28
29-12-2021,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1350,23
30-12-2021,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1050,18
31-12-2021,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,1225,18
01-01-2020,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,75,2063,28
02-01-2020,Men's Street Footwear,Northeast,West Gear,Outlet,Pennsylvania,35,1575,45
03-01-2020,Men's Athletic Footwear,Northeast,West Gear,Outlet,Pennsylvania,45,2025,45
04-01-2020,Women's Street Footwear,Northeast,West Gear,Outlet,Pennsylvania,45,2025,45
05-01-2020,Women's Athletic Footwear,Northeast,West Gear,Outlet,Pennsylvania,45,1350,30
06-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,50,1250,25
07-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,45,2138,48
08-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,35,1838,53
09-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,45,1913,43
10-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,45,1913,43
11-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,45,1238,28
12-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,50,1000,20
13-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,45,1800,40
14-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,45,2475,55
15-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,55,2200,40
16-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,55,2200,40
17-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,55,1650,30
18-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,60,1050,18
19-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,55,2063,38
20-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,60,3300,55
21-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,65,2275,35
22-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,65,2600,40
23-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,60,1800,30
24-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,65,1300,20
25-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,80,2800,35
26-01-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,60,3300,55
27-01-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,65,2600,40
28-01-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,65,2600,40
29-01-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,60,1800,30
30-01-2020,Men's Apparel,West,West Gear,Outlet,Nevada,65,1300,20
31-01-2020,Women's Apparel,West,West Gear,Outlet,Nevada,80,3600,45
01-02-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,60,4200,70
02-02-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,65,3575,55
03-02-2020,Women's Street Footwear,West,West Gear,Outlet,Nevada,65,3575,55
04-02-2020,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,60,2550,43
05-02-2020,Men's Apparel,West,West Gear,Outlet,Nevada,65,1950,30
06-02-2020,Women's Apparel,West,West Gear,Outlet,Nevada,80,4800,60
07-02-2020,Men's Street Footwear,West,West Gear,Outlet,Nevada,60,4500,75
08-02-2020,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,65,3900,60
09-02-2020,Women's Street Footwear,West,West Gear,In-store,Nevada,65,3575,55
10-02-2020,Women's Athletic Footwear,West,West Gear,In-store,Nevada,60,2700,45
11-02-2020,Men's Apparel,West,West Gear,In-store,Nevada,65,3250,50
12-02-2020,Women's Apparel,West,West Gear,In-store,Nevada,80,4000,50
13-02-2020,Men's Street Footwear,West,West Gear,In-store,Nevada,65,4550,70
14-02-2020,Men's Athletic Footwear,West,West Gear,In-store,Nevada,70,4550,65
15-02-2020,Women's Street Footwear,West,West Gear,In-store,Nevada,65,3413,53
16-02-2020,Women's Athletic Footwear,West,West Gear,In-store,Nevada,65,3088,48
17-02-2020,Men's Apparel,West,West Gear,In-store,Nevada,75,3563,48
18-02-2020,Women's Apparel,West,West Gear,In-store,Nevada,80,3200,40
19-02-2020,Men's Street Footwear,West,West Gear,In-store,Nevada,60,3600,60
20-02-2020,Men's Athletic Footwear,West,West Gear,In-store,Nevada,65,3900,60
21-02-2020,Women's Street Footwear,West,West Gear,In-store,Nevada,60,2700,45
22-02-2020,Women's Athletic Footwear,West,West Gear,In-store,Nevada,60,2400,40
23-02-2020,Men's Apparel,West,West Gear,In-store,Nevada,70,2800,40
24-02-2020,Women's Apparel,West,West Gear,In-store,Nevada,75,3375,45
25-02-2020,Men's Street Footwear,West,West Gear,In-store,Nevada,60,3300,55
26-02-2020,Men's Athletic Footwear,West,West Gear,In-store,Nevada,65,3575,55
27-02-2020,Women's Street Footwear,West,West Gear,In-store,Nevada,60,2250,38
28-02-2020,Women's Athletic Footwear,West,West Gear,In-store,Nevada,60,2100,35
01-03-2020,Men's Apparel,West,West Gear,In-store,Nevada,70,2275,33
02-03-2020,Women's Apparel,West,West Gear,In-store,Nevada,75,2813,38
03-03-2020,Men's Street Footwear,West,West Gear,In-store,Nevada,60,3450,58
04-03-2020,Men's Athletic Footwear,West,West Gear,In-store,Nevada,65,3738,58
05-03-2020,Women's Street Footwear,West,West Gear,In-store,Nevada,60,2550,43
06-03-2020,Women's Athletic Footwear,West,West Gear,In-store,Nevada,60,2400,40
07-03-2020,Men's Apparel,West,West Gear,In-store,Nevada,70,2450,35
08-03-2020,Women's Apparel,West,West Gear,In-store,Nevada,75,3563,48
09-03-2020,Men's Street Footwear,West,West Gear,In-store,Nevada,60,4050,68
10-03-2020,Men's Athletic Footwear,West,West Gear,In-store,Nevada,65,4388,68
11-03-2020,Women's Street Footwear,West,West Gear,In-store,Nevada,60,2850,48
12-03-2020,Women's Athletic Footwear,West,West Gear,In-store,Nevada,60,2850,48
13-03-2020,Men's Apparel,West,West Gear,In-store,Nevada,70,2800,40
14-03-2020,Women's Apparel,West,West Gear,In-store,Nevada,75,3750,50
15-03-2020,Men's Street Footwear,West,West Gear,In-store,Nevada,30,1275,43
16-03-2020,Men's Athletic Footwear,West,West Gear,In-store,Nevada,40,1700,43
17-03-2020,Women's Street Footwear,West,West Gear,In-store,Nevada,40,1700,43
18-03-2020,Women's Athletic Footwear,West,West Gear,In-store,Nevada,40,1100,28
19-03-2020,Men's Apparel,West,West Gear,In-store,Colorado,45,1013,23
20-03-2020,Women's Apparel,West,West Gear,In-store,Colorado,40,1900,48
21-03-2020,Men's Street Footwear,West,West Gear,In-store,Colorado,30,1575,53
